epoch,acc,f_score,loss,precision,recall,val_acc,val_f_score,val_loss,val_precision,val_recall
0,0.61189801761629,0.6118979580116453,0.6912699626570495,0.61189801761629,0.61189801761629,0.6722689270973206,0.6722688674926758,0.6864007711410522,0.6722689270973206,0.6722689270973206
1,0.7053824366546105,0.7053823790199021,0.6723615484940094,0.7053824366546105,0.7053824366546105,0.6890756487846375,0.6890755891799927,0.6430598497390747,0.6890756487846375,0.6890756487846375
2,0.7176581687022201,0.7176581090975753,0.6023856398629287,0.7176581687022201,0.7176581687022201,0.7058823704719543,0.7058823108673096,0.5758607387542725,0.7058823704719543,0.7058823704719543
3,0.7535410769375233,0.7535410173328785,0.5442819392714893,0.7535410769375233,0.7535410769375233,0.6974790096282959,0.6974789500236511,0.5860341191291809,0.6974790096282959,0.6974790096282959
4,0.7554296511766255,0.7554295896020444,0.5375798314781657,0.7554296511766255,0.7554296511766255,0.7310924530029297,0.7310923933982849,0.5366970300674438,0.7310924530029297,0.7310924530029297
5,0.7459867804876693,0.7459867189130882,0.5300023018244419,0.7459867804876693,0.7459867804876693,0.7731092572212219,0.7731091976165771,0.548277735710144,0.7731092572212219,0.7731092572212219
6,0.76015108632411,0.7601510286894015,0.5088634020433435,0.76015108632411,0.76015108632411,0.756302535533905,0.7563024759292603,0.5286760926246643,0.756302535533905,0.756302535533905
7,0.7724268180903001,0.7724267584856553,0.49591909437611825,0.7724268180903001,0.7724268180903001,0.756302535533905,0.7563024759292603,0.533689558506012,0.756302535533905,0.756302535533905
8,0.7818696887229725,0.7818696291183277,0.48801769860743127,0.7818696887229725,0.7818696887229725,0.756302535533905,0.7563024759292603,0.5343927145004272,0.756302535533905,0.756302535533905
9,0.7809254016597053,0.7809253420550605,0.48009554201752874,0.7809254016597053,0.7809254016597053,0.7731092572212219,0.7731091976165771,0.5446186661720276,0.7731092572212219,0.7731092572212219
10,0.7809254016597053,0.7809253420550605,0.4730628374840878,0.7809254016597053,0.7809254016597053,0.7815126180648804,0.7815126180648804,0.54864102602005,0.7815126180648804,0.7815126180648804
11,0.7884796981658432,0.7884796385611984,0.466351385438521,0.7884796981658432,0.7884796981658432,0.7731092572212219,0.7731091976165771,0.5572008490562439,0.7731092572212219,0.7731092572212219
12,0.7932011334258954,0.7932010738212506,0.45459245605441734,0.7932011334258954,0.7932011334258954,0.7815126180648804,0.7815126180648804,0.5632377862930298,0.7815126180648804,0.7815126180648804
13,0.8054768651358016,0.8054768055311569,0.4409370614854202,0.8054768651358016,0.8054768651358016,0.7731092572212219,0.7731091976165771,0.5802498459815979,0.7731092572212219,0.7731092572212219
14,0.8149197356559061,0.8149196760512614,0.43130687385713073,0.8149197356559061,0.8149197356559061,0.7647058963775635,0.7647058367729187,0.5846202373504639,0.7647058963775635,0.7647058963775635
15,0.8035882909529832,0.8035882313483385,0.4229131010875486,0.8035882909529832,0.8035882909529832,0.7899159789085388,0.789915919303894,0.5980046987533569,0.7899159789085388,0.7899159789085388
16,0.8149197357121901,0.8149196761075453,0.41039838669320344,0.8149197357121901,0.8149197357121901,0.7731092572212219,0.7731091976165771,0.6152012944221497,0.7731092572212219,0.7731092572212219
17,0.8205854580355095,0.8205853984308648,0.40879481507428306,0.8205854580355095,0.8205854580355095,0.756302535533905,0.7563024759292603,0.6133232712745667,0.756302535533905,0.756302535533905
18,0.8309726157314491,0.8309725561268043,0.3839892465427757,0.8309726157314491,0.8309726157314491,0.7647058963775635,0.7647058367729187,0.6540191173553467,0.7647058963775635,0.7647058963775635
19,0.8460812087437248,0.8460811491390801,0.3710796660528192,0.8460812087437248,0.8460812087437248,0.7647058963775635,0.7647058367729187,0.6505671739578247,0.7647058963775635,0.7647058963775635
20,0.8564683664396644,0.8564683068350196,0.35418178045434473,0.8564683664396644,0.8564683664396644,0.7731092572212219,0.7731091976165771,0.6940631866455078,0.7731092572212219,0.7731092572212219
21,0.8715769594519401,0.8715768998472954,0.3358622544266572,0.8715769594519401,0.8715769594519401,0.7226890921592712,0.7226889729499817,0.7001239061355591,0.7226890921592712,0.7226890921592712
22,0.8687440982621385,0.8687440386574937,0.3099923025996084,0.8687440982621385,0.8687440982621385,0.7310924530029297,0.7310923933982849,0.7570009827613831,0.7310924530029297,0.7310924530029297
23,0.8791312559580781,0.8791311963534333,0.29073444263511833,0.8791312559580781,0.8791312559580781,0.7226890921592712,0.7226889729499817,0.8007898330688477,0.7226890921592712,0.7226890921592712
24,0.8885741265907504,0.8885740669861056,0.27242021086055,0.8885741265907504,0.8885741265907504,0.7142857313156128,0.7142856121063232,0.8353914022445679,0.7142857313156128,0.7142857313156128
25,0.9008498583569405,0.9008498007222321,0.24570308435739943,0.9008498583569405,0.9008498583569405,0.7310924530029297,0.7310923933982849,0.8931915760040283,0.7310924530029297,0.7310924530029297
26,0.9187913125590179,0.9187912549243095,0.2367148320696284,0.9187913125590179,0.9187913125590179,0.7142857313156128,0.7142856121063232,0.9299598336219788,0.7142857313156128,0.7142857313156128
27,0.9093484419826295,0.9093483823779848,0.2321037217672137,0.9093484419826295,0.9093484419826295,0.7058823704719543,0.7058823108673096,0.9811148643493652,0.7058823704719543,0.7058823704719543
28,0.9282341831916903,0.9282341255569818,0.19495163984223848,0.9282341831916903,0.9282341831916903,0.7058823704719543,0.7058823108673096,1.0597227811813354,0.7058823704719543,0.7058823704719543
29,0.9423984891406988,0.9423984315059903,0.18316656295860906,0.9423984891406988,0.9423984891406988,0.7058823704719543,0.7058823108673096,1.1469380855560303,0.7058823704719543,0.7058823704719543
30,0.9423984891406988,0.9423984315059903,0.17587253973028702,0.9423984891406988,0.9423984891406988,0.6974790096282959,0.6974789500236511,1.1144453287124634,0.6974790096282959,0.6974790096282959
31,0.9518413597733711,0.9518413021386627,0.1503754198934612,0.9518413597733711,0.9518413597733711,0.6974790096282959,0.6974789500236511,1.3546133041381836,0.6974790096282959,0.6974790096282959
32,0.9499527856468366,0.9499527280121282,0.14004153468777145,0.9499527856468366,0.9499527856468366,0.6974790096282959,0.6974789500236511,1.339943766593933,0.6974790096282959,0.6974790096282959
33,0.9612842304060434,0.9612841727713349,0.1274496837887593,0.9612842304060434,0.9612842304060434,0.7058823704719543,0.7058823108673096,1.4813916683197021,0.7058823704719543,0.7058823704719543
