epoch,acc,f_score,loss,precision,recall,val_acc,val_f_score,val_loss,val_precision,val_recall
0,0.6646706605861763,0.6646706072870129,0.6868986990637408,0.6646706605861763,0.6646706605861763,0.7027027010917664,0.7027026414871216,0.6778192520141602,0.7027027010917664,0.7027027010917664
1,0.707584829863436,0.7075847702587912,0.657521984772292,0.707584829863436,0.707584829863436,0.7117117047309875,0.7117116451263428,0.6243888139724731,0.7117117047309875,0.7117117047309875
2,0.7165668681710066,0.7165668148718433,0.6027830296647763,0.7165668681710066,0.7165668681710066,0.7477477192878723,0.7477477192878723,0.5566496849060059,0.7477477192878723,0.7477477192878723
3,0.7175648682369682,0.7175648086323234,0.5852167771723932,0.7175648682369682,0.7175648682369682,0.7297297120094299,0.7297296524047852,0.55922532081604,0.7297297120094299,0.7297297120094299
4,0.7175648713302232,0.7175648117255784,0.5754152723177226,0.7175648713302232,0.7175648713302232,0.7297297120094299,0.7297296524047852,0.5583384037017822,0.7297297120094299,0.7297297120094299
5,0.7265469057117394,0.7265468461070946,0.568333740719778,0.7265469057117394,0.7265469057117394,0.7477477192878723,0.7477477192878723,0.5488508939743042,0.7477477192878723,0.7477477192878723
6,0.7335329336558511,0.7335328740512064,0.5637709428212362,0.7335329336558511,0.7335329336558511,0.7477477192878723,0.7477477192878723,0.5486926436424255,0.7477477192878723,0.7477477192878723
7,0.7275449073243284,0.7275448477196836,0.5550785143218354,0.7275449073243284,0.7275449073243284,0.7567567825317383,0.7567567229270935,0.5472410917282104,0.7567567825317383,0.7567567825317383
8,0.7245508977277074,0.7245508381230626,0.5471814958873147,0.7245508977277074,0.7245508977277074,0.7477477192878723,0.7477477192878723,0.5456406474113464,0.7477477192878723,0.7477477192878723
9,0.7215568857516595,0.7215568261470148,0.5545702565929846,0.7215568857516595,0.7215568857516595,0.7567567825317383,0.7567567229270935,0.5463282465934753,0.7567567825317383,0.7567567825317383
10,0.7285429145285707,0.7285428549239259,0.5482179859203254,0.7285429145285707,0.7285429145285707,0.7477477192878723,0.7477477192878723,0.5444102883338928,0.7477477192878723,0.7477477192878723
11,0.7315369272184468,0.731536867613802,0.5410440380939704,0.7315369272184468,0.7315369272184468,0.7477477192878723,0.7477477192878723,0.5399270057678223,0.7477477192878723,0.7477477192878723
12,0.7335329321092237,0.7335328725045789,0.5375100677598736,0.7335329321092237,0.7335329321092237,0.7387387156486511,0.7387386560440063,0.544796884059906,0.7387387156486511,0.7387387156486511
13,0.7345309376478671,0.7345308780432224,0.5422034576505482,0.7345309376478671,0.7345309376478671,0.7567567825317383,0.7567567229270935,0.5420310497283936,0.7567567825317383,0.7567567825317383
14,0.7365269464646985,0.7365268868600537,0.5326894911939275,0.7365269464646985,0.7365269464646985,0.7657657861709595,0.7657657265663147,0.5470444560050964,0.7657657861709595,0.7657657861709595
15,0.7465069840054313,0.7465069244007865,0.5367346946112886,0.7465069840054313,0.7465069840054313,0.7747747898101807,0.7747747302055359,0.5428410172462463,0.7747747898101807,0.7747747898101807
16,0.7435129759554377,0.7435129226562743,0.530807021254313,0.7435129759554377,0.7435129759554377,0.7657657861709595,0.7657657265663147,0.5482437610626221,0.7657657861709595,0.7657657861709595
17,0.7405189608861348,0.74051890128149,0.5329409822256503,0.7405189608861348,0.7405189608861348,0.7477477192878723,0.7477477192878723,0.5469146370887756,0.7477477192878723,0.7477477192878723
18,0.7485029928222626,0.7485029332176178,0.52622503565695,0.7485029928222626,0.7485029928222626,0.7747747898101807,0.7747747302055359,0.5429372787475586,0.7747747898101807,0.7747747898101807
19,0.7564870286844447,0.7564869690798,0.5153082605607495,0.7564870286844447,0.7564870286844447,0.7477477192878723,0.7477477192878723,0.5480302572250366,0.7477477192878723,0.7477477192878723
20,0.7594810375672376,0.7594809779625928,0.5105268456740769,0.7594810375672376,0.7594810375672376,0.7387387156486511,0.7387386560440063,0.5545364022254944,0.7387387156486511,0.7387387156486511
21,0.7564870279706167,0.756486968365972,0.5120401892833367,0.7564870279706167,0.7564870279706167,0.7387387156486511,0.7387386560440063,0.5535080432891846,0.7387387156486511,0.7387387156486511
22,0.7604790431058811,0.7604789835012363,0.5043735909247826,0.7604790431058811,0.7604790431058811,0.7477477192878723,0.7477477192878723,0.5582033395767212,0.7477477192878723,0.7477477192878723
23,0.7514970056311099,0.7514969460264651,0.5052465268832719,0.7514970056311099,0.7514970056311099,0.7297297120094299,0.7297296524047852,0.5634409785270691,0.7297297120094299,0.7297297120094299
24,0.7644710551478906,0.7644709955432458,0.49527293675673933,0.7644710551478906,0.7644710551478906,0.7477477192878723,0.7477477192878723,0.5556749701499939,0.7477477192878723,0.7477477192878723
25,0.7634730559147285,0.7634729963100837,0.4953463708093304,0.7634730559147285,0.7634730559147285,0.7387387156486511,0.7387386560440063,0.5577586889266968,0.7387387156486511,0.7387387156486511
26,0.779441116693729,0.7794410570890842,0.4806966092177256,0.779441116693729,0.779441116693729,0.7477477192878723,0.7477477192878723,0.567008912563324,0.7477477192878723,0.7477477192878723
27,0.7814371277710159,0.7814370681663712,0.4716532512339289,0.7814371277710159,0.7814371277710159,0.7207207083702087,0.720720648765564,0.5898259878158569,0.7207207083702087,0.7207207083702087
28,0.7824351302164043,0.7824350706117595,0.47584955879076274,0.7824351302164043,0.7824351302164043,0.7297297120094299,0.7297296524047852,0.5956485271453857,0.7297297120094299,0.7297297120094299
29,0.7874251470832292,0.7874250874785844,0.4676352526375396,0.7874251470832292,0.7874251470832292,0.7387387156486511,0.7387386560440063,0.5803128480911255,0.7387387156486511,0.7387387156486511
30,0.7854291406458247,0.7854290810411799,0.4599832533719297,0.7854291406458247,0.7854291406458247,0.6936936974525452,0.6936936378479004,0.573957622051239,0.6936936974525452,0.6936936974525452
